survey,load_cmd,cy_data,wt,source,year,notes
eb741,"eb741 <- read_dta( ""gesis_files/ZA5237/ZA5237_v4-2-0.dta"")","data_frame(v6 = 1:30, c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""NORWARY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA""), y_dcpo=2010)","wt741 <- eb741$V8;  wt[grep(""DE\\-"", eb741$v7)] <- eb741$v12[grep(""DE\\-"", eb741$v7)]; wt[grep(""GB\\-"", eb741$v7)] <- eb741$v10[grep(""DE\\-"", eb741$v7)]",GESIS: ZA5237,2010,excluding Norway
eb742,"eb742 <- read_dta( ""gesis_files/ZA5449/ZA5449_v2-2-0.dta"")","data_frame(v6 = c(1:14, 16:34, 43), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA(FYROM)"", ""ICELAND"" ), y_dcpo=2010)","wt742 <- eb742$V8;  wt[grep(""DE\\-"", eb742$v7)] <- eb742$v12[grep(""DE\\-"", eb742$v7)]; wt[grep(""GB\\-"", eb742$v7)] <- eb742$v10[grep(""DE\\-"", eb742$v7)]",GESIS: ZA5449,2010,
eb743,"eb743 <- read_dta( ""gesis_files/ZA5450/ZA5450_v5-2-0.dta"")","data_frame(v6 = 1:30, c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""NORWARY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA""), y_dcpo=2010)","wt743 <- eb743$V8;  wt[grep(""DE\\-"", eb743$v7)] <- eb743$v12[grep(""DE\\-"", eb743$v7)]; wt[grep(""GB\\-"", eb743$v7)] <- eb743$v10[grep(""DE\\-"", eb743$v7)]",GESIS: ZA5450,2010,excluding Norway
eb751,"eb751 <- read_dta( ""gesis_files/ZA5479/ZA5479_v6-0-0.dta"")","data_frame(v6 = 1:30, c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""NORWARY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA""), y_dcpo=2011)","wt751 <- eb751$V8;  wt[grep(""DE\\-"", eb751$v7)] <- eb751$v12[grep(""DE\\-"", eb751$v7)]; wt[grep(""GB\\-"", eb751$v7)] <- eb751$v10[grep(""DE\\-"", eb751$v7)]",GESIS: ZA5479,2011,excluding Norway
eb752,"eb752 <- read_dta( ""gesis_files/ZA5480/ZA5480_v4-0-1.dta"")","data_frame(v6 = 1:30, c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""NORWARY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA""), y_dcpo=2011)","wt752 <- eb752$V8;  wt[grep(""DE\\-"", eb752$v7)] <- eb752$v12[grep(""DE\\-"", eb752$v7)]; wt[grep(""GB\\-"", eb752$v7)] <- eb752$v10[grep(""DE\\-"", eb752$v7)]",GESIS: ZA5480,2011,excluding Norway
eb753,"eb753 <- read_dta( ""gesis_files/ZA5481/ZA5481_v2-0-1.dta"")","data_frame(v6 = c(1:14, 16:35, 43), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""ICELAND"" ), y_dcpo=2011)","wt753 <- eb753$V8;  wt[grep(""DE\\-"", eb753$v7)] <- eb753$v12[grep(""DE\\-"", eb753$v7)]; wt[grep(""GB\\-"", eb753$v7)] <- eb753$v10[grep(""DE\\-"", eb753$v7)]",GESIS: ZA5481,2011,Montenegro is included for the first time
eb751EP,"eb751ep <- read_dta( ""gesis_files/ZA5526/ZA5526_v2-0-0.dta"")","data_frame(v6 = 1:30, c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""NORWARY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA""), y_dcpo=2011)","wt751ep <- eb751ep$V8;  wt[grep(""DE\\-"", eb751ep$v7)] <- eb751ep$v12[grep(""DE\\-"", eb751ep$v7)]; wt[grep(""GB\\-"", eb751ep$v7)] <- eb751ep$v10[grep(""DE\\-"", eb751ep$v7)]",GESIS: ZA5526,2011,excluding Norway
eb754,"eb754 <- read_dta( ""gesis_files/ZA5564/ZA5564_v3-0-1.dta"")","data_frame(v6 = 1:30, c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""NORWARY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA""), y_dcpo=2011)","wt754 <- eb754$V8;  wt[grep(""DE\\-"", eb754$v7)] <- eb754$v12[grep(""DE\\-"", eb754$v7)]; wt[grep(""GB\\-"", eb754$v7)] <- eb754$v10[grep(""DE\\-"", eb754$v7)]",GESIS: ZA5564,2011,excluding Norway
eb761,"eb761 <- read_dta( ""gesis_files/ZA5565/ZA5565_v4-0-0.dta"")","data_frame(country = c(1:14, 16:35, 41:44), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""NORWARY"", ""SWITZERLAND"", ""ICELAND"", ""LIECHTENSTEIN""), y_dcpo=2011)","wt761 <- eb761$w1;  wt[grep(""DE\\-"", eb761$isocntry)] <- eb761$w3[grep(""DE\\-"", eb761$isocntry)]; wt[grep(""GB\\-"", eb761$isocntry)] <- eb761$w4[grep(""DE\\-"", eb761$isocntry)]",GESIS: ZA5565,2011,(1)variable labels in dta file are changed completely; (2) Liechtenstein is included for the first time
eb762,"eb762 <- read_dta( ""gesis_files/ZA5566/ZA5566_v2-0-1.dta"")","data_frame(country = c(1:14, 16:35, 41:44), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""NORWARY"", ""SWITZERLAND"", ""ICELAND"", ""LIECHTENSTEIN""), y_dcpo=2011)","wt762 <- eb762$w1;  wt[grep(""DE\\-"", eb762$isocntry)] <- eb762$w3[grep(""DE\\-"", eb762$isocntry)]; wt[grep(""GB\\-"", eb762$isocntry)] <- eb762$w4[grep(""DE\\-"", eb762$isocntry)]",GESIS: ZA5566,2011,
eb763,"eb763 <- read_dta( ""gesis_files/ZA5567/ZA5567_v2-0-1.dta"")","data_frame(country = c(1:14, 16:35, 41:44), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""NORWARY"", ""SWITZERLAND"", ""ICELAND"", ""LIECHTENSTEIN""), y_dcpo=2011)","wt763 <- eb763$w1;  wt[grep(""DE\\-"", eb763$isocntry)] <- eb763$w3[grep(""DE\\-"", eb763$isocntry)]; wt[grep(""GB\\-"", eb763$isocntry)] <- eb763$w4[grep(""DE\\-"", eb763$isocntry)]",GESIS: ZA5567,2011,
eb764,"eb764 <- read_dta( ""gesis_files/ZA5596/ZA5596_v3-0-0.dta"")","data_frame(country = c(1:14, 16:35, 41:44), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""NORWARY"", ""SWITZERLAND"", ""ICELAND"", ""LIECHTENSTEIN""), y_dcpo=2011)","wt764 <- eb764$w1;  wt[grep(""DE\\-"", eb764$isocntry)] <- eb764$w3[grep(""DE\\-"", eb764$isocntry)]; wt[grep(""GB\\-"", eb764$isocntry)] <- eb764$w4[grep(""DE\\-"", eb764$isocntry)]",GESIS: ZA5596,2011,
eb771,"eb771 <- read_dta( ""gesis_files/ZA5597/ZA5597_v3-0-0.dta"")","data_frame(country = c(1:14, 16:35, 41:44), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""NORWARY"", ""SWITZERLAND"", ""ICELAND"", ""LIECHTENSTEIN""), y_dcpo=2012)","wt771 <- eb771$w1;  wt[grep(""DE\\-"", eb771$isocntry)] <- eb771$w3[grep(""DE\\-"", eb771$isocntry)]; wt[grep(""GB\\-"", eb771$isocntry)] <- eb771$w4[grep(""DE\\-"", eb771$isocntry)]",GESIS: ZA5597,2012,
eb772,"eb772 <- read_dta( ""gesis_files/ZA5598/ZA5598_v4-0-0.dta"")","data_frame(country = c(1:14, 16:35, 41:44), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""NORWARY"", ""SWITZERLAND"", ""ICELAND"", ""LIECHTENSTEIN""), y_dcpo=2012)","wt772 <- eb772$w1;  wt[grep(""DE\\-"", eb772$isocntry)] <- eb772$w3[grep(""DE\\-"", eb772$isocntry)]; wt[grep(""GB\\-"", eb772$isocntry)] <- eb772$w4[grep(""DE\\-"", eb772$isocntry)]",GESIS: ZA5598,2012,
eb773,"eb773 <- read_dta( ""gesis_files/ZA5612/ZA5612_v2-0-0.dta"")","data_frame(country = c(1:14, 16:36, 41:44), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""SERBIA"", ""NORWARY"", ""SWITZERLAND"", ""ICELAND"", ""LIECHTENSTEIN""), y_dcpo=2012)","wt773 <- eb773$w1;  wt[grep(""DE\\-"", eb773$isocntry)] <- eb773$w3[grep(""DE\\-"", eb773$isocntry)]; wt[grep(""GB\\-"", eb773$isocntry)] <- eb773$w4[grep(""DE\\-"", eb773$isocntry)]",GESIS: ZA5612,2012,(1)Serbia is included for the first time; (2) Norway and Switzerland are excluded
eb774,"eb774 <- read_dta( ""gesis_files/ZA5613/ZA5613_v3-0-0.dta"")","data_frame(country = c(1:14, 16:36, 41:44), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""SERBIA"", ""NORWARY"", ""SWITZERLAND"", ""ICELAND"", ""LIECHTENSTEIN""), y_dcpo=2012)","wt774 <- eb774$w1;  wt[grep(""DE\\-"", eb774$isocntry)] <- eb774$w3[grep(""DE\\-"", eb774$isocntry)]; wt[grep(""GB\\-"", eb774$isocntry)] <- eb774$w4[grep(""DE\\-"", eb774$isocntry)]",GESIS: ZA5613,2012,
eb781,"eb781 <- read_dta( ""gesis_files/ZA5685/ZA5685_v2-0-0.dta"")","data_frame(country = c(1:14, 16:36, 41:44), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""SERBIA"", ""NORWARY"", ""SWITZERLAND"", ""ICELAND"", ""LIECHTENSTEIN""), y_dcpo=2012)","wt781 <- eb781$w1;  wt[grep(""DE\\-"", eb781$isocntry)] <- eb781$w3[grep(""DE\\-"", eb781$isocntry)]; wt[grep(""GB\\-"", eb781$isocntry)] <- eb781$w4[grep(""DE\\-"", eb781$isocntry)]",GESIS: ZA5685,2012,
eb782,"eb782 <- read_dta( ""gesis_files/ZA5686/ZA5686_v3-0-0.dta"")","data_frame(country = c(1:14, 16:35, 41:44), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""NORWARY"", ""SWITZERLAND"", ""ICELAND"", ""LIECHTENSTEIN""), y_dcpo=2012)","wt782 <- eb782$w1;  wt[grep(""DE\\-"", eb782$isocntry)] <- eb782$w3[grep(""DE\\-"", eb782$isocntry)]; wt[grep(""GB\\-"", eb782$isocntry)] <- eb782$w4[grep(""DE\\-"", eb782$isocntry)]",GESIS: ZA5686,2012,
eb791,"eb791 <- read_dta( ""gesis_files/ZA5687/ZA5687_v3-0-0.dta"")","data_frame(country = c(1:14, 16:35, 41:44), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""NORWARY"", ""SWITZERLAND"", ""ICELAND"", ""LIECHTENSTEIN""), y_dcpo=2013)","wt791 <- eb791$w1;  wt[grep(""DE\\-"", eb791$isocntry)] <- eb791$w3[grep(""DE\\-"", eb791$isocntry)]; wt[grep(""GB\\-"", eb791$isocntry)] <- eb791$w4[grep(""DE\\-"", eb791$isocntry)]",GESIS: ZA5687,2013,
eb792,"eb792 <- read_dta( ""gesis_files/ZA5688/ZA5688_v5-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2013)","wt792 <- eb792$w1;  wt[grep(""DE\\-"", eb792$isocntry)] <- eb792$w3[grep(""DE\\-"", eb792$isocntry)]; wt[grep(""GB\\-"", eb792$isocntry)] <- eb792$w4[grep(""DE\\-"", eb792$isocntry)]",GESIS: ZA5688,2013,
eb793,"eb793 <- read_dta( ""gesis_files/ZA5689/ZA5689_v1-1-0.dta"")","data_frame(country = c(1:14, 16:36, 43), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""SERBIA"", ""ICELAND"" ), y_dcpo=2013)","wt793 <- eb793$w1;  wt[grep(""DE\\-"", eb793$isocntry)] <- eb793$w3[grep(""DE\\-"", eb793$isocntry)]; wt[grep(""GB\\-"", eb793$isocntry)] <- eb793$w4[grep(""DE\\-"", eb793$isocntry)]",GESIS: ZA5689,2013,
eb794,"eb794 <- read_dta( ""gesis_files/ZA5852/ZA5852_v3-1-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2013)","wt794 <- eb794$w1;  wt[grep(""DE\\-"", eb794$isocntry)] <- eb794$w3[grep(""DE\\-"", eb794$isocntry)]; wt[grep(""GB\\-"", eb794$isocntry)] <- eb794$w4[grep(""DE\\-"", eb794$isocntry)]",GESIS: ZA5852,2013,
eb795,"eb795 <- read_dta( ""gesis_files/ZA5875/ZA5875_v1-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2013)","wt795 <- eb795$w1;  wt[grep(""DE\\-"", eb795$isocntry)] <- eb795$w3[grep(""DE\\-"", eb795$isocntry)]; wt[grep(""GB\\-"", eb795$isocntry)] <- eb795$w4[grep(""DE\\-"", eb795$isocntry)]",GESIS: ZA5875,2013,
